College Name,City,State,Country
Siwan Engineering and Technical Institute,Surapur,Bihar,India
Sharad Institute of Technology,Ichalkaranji,Maharashtra,India
Santhiram Engineering College,Kowlur,Andhra Pradesh,India
Sana Engineering College,Kodad,Telangana,India
Roorkee Engineering and Management Technology Institute,Mannamajar,Uttar Pradesh,India
RK College of Engineering,Kethanakonda,Andhra Pradesh,India
Prof Ram Meghe College of Engineering and Management,Badnera,Maharashtra,India
Priyadarshini Institute of Technology and Science,Devarapalle Agraharam,Andhra Pradesh,India
Priyadarshini College of Engineering and Technology,Kanuparthipadu,Andhra Pradesh,India
Park College of Technology,Karumathampatti,Tamil Nadu,India
Megha Institute of Engineering and Technology for Women,Marripalligudem,Telangana,India
Mauli Group of Institutions,Sawarna,Maharashtra,India
Mar Baselios Christian College of Engineering and Technology,Idukki,Kerala,India
Mahatma Gandhi Institute of Engineering and Management,Indore,Madhya Pradesh,India
Madha Engineering College,Chennai,Tamil Nadu,India
Laxmi Institute of Technology,Vapi,Gujarat,India
Kshatriya College of Engineering,Kotha Armur,Telangana,India
Konark Institute of Science and Technology,Jatni,Odisha,India
Kakinada Institute of Engineering and Technology-II,Korangi,Andhra Pradesh,India
KJ Institute of Engineering and Technology,Javla,Gujarat,India
Jerusalem College of Engineering,Chennai,Tamil Nadu,India
ITM College of Engineering,Kamptee,Maharashtra,India
Heera College of Engineering and Technology,Panavoor,Kerala,India
Guntur Engineering College,Nadimpalem,Andhra Pradesh,India
Dr Sivanthi Aditanar College of Engineering,Tiruchendur,Tamil Nadu,India
Dr DY Patil Technical Campus,Pune,Maharashtra,India
Brindavan Institute of Technology and Science,Chinna Tekuru,Andhra Pradesh,India
BIT Institute of Technology,Manesamudram,Andhra Pradesh,India
Alwar Institute of Engineering and Technology,Alwar,Rajasthan,India
Adarsh Institute of Technology and Research Center,Khambale Bhalvani,Maharashtra,India
Adarsh College of Engineering,Chebrolu,Andhra Pradesh,India
AVC College of Engineering,Nagapattinam,Tamil Nadu,India
Narasaraopeta Institute of Technology,Narasaraopet,Andhra Pradesh,India
Sri Venkateswara Institute of Technology,Ramanepalli,Andhra Pradesh,India
Shri Jagdishprasad Jhabarmal Tibrewala University,Jhunjhunu,Rajasthan,India
Government College of Engineering,Bodinayakanur,Tamil Nadu,India
Government Polytechnic,Hisar,Haryana,India
Assam Engineering Institute,Guwahati,Assam,India
National Institute of Technical Teachers Training and Research,Chandigarh,Chandigarh,India
Ghani Khan Choudhury Institute of Engineering And Technology,Malda,West Bengal,India
Karnataka Government Polytechnic,Mangaluru,Karnataka,India
Utkalmani Gopabandhu Institute of Engineering,Rourkela,Odisha,India
Government Polytechnic,Dhanbad,Jharkhand,India
Maharaja Ranjit Singh Punjab Technical University,Bathinda,Punjab,India
Tamilnadu Polytechnic College,Madurai,Tamil Nadu,India
Sree Dattha Group of Institutions Integrated Campus,Ibrahimpatnam,Telangana,India
Rao Birender Singh State Institute of Engineering and Technology,Zainabad,Haryana,India
HKE Society's SLN College of Engineering,Sagamkunta,Karnataka,India
Rani Rashmoni School of Architecture,Durgapur,West Bengal,India
Don Bosco College of Engineering and Technology,Guwahati,Assam,India
KK College of Engineering and Management,Dhanbad,Jharkhand,India
Sanjeevan Engineering and Technology Institute,Kolhapur,Maharashtra,India
SJPN Trust's Hirasugar Institute of Technology,Belgaum,Karnataka,India
Women's Institute of Engineering and Technology,Kanwa Khera,Uttar Pradesh,India
SSM College of Engineering,Muthiampalayam,Tamil Nadu,India
Sri Venkateswara Institute of Science and Technology,Cherlopalle,Andhra Pradesh,India
Sri Sai Institute of Technology and Science,Kadapa,Andhra Pradesh,India
SLBS Engineering College,Jodhpur,Rajasthan,India
SAM College of Engineering and Technology,Sagoni Kalan,Madhya Pradesh,India
Punjab Institute of Engineering and Applied Research,Mohali,Punjab,India
Perunthalaivar Kamarajar Institute of Engineering and Technology,Nedungadu,Puducherry,India
Dr Vithalrao Vikhe Patil College of Engineering,Vilad,Maharashtra,India
Mother Theressa College of Engineering and Technology,Peddapalli,Telangana,India
Misrimal Navajee Munoth Jain Engineering College,Chennai,Tamil Nadu,India
Malwa Institute of Technology,Indore,Madhya Pradesh,India
Ludhiana College of Engineering and Technology,Katani Kalan,Punjab,India
KMCT College of Engineering,Poolacode,Kerala,India
Jhulelal Institute of Technology,Nagpur,Maharashtra,India
International Institute of Engineering and Technology,Bhubaneswar,Odisha,India
GSS Institute of Technology,Bengaluru,Karnataka,India
GRT Institute of Engineering and Technology,Thiruthani,Tamil Nadu,India
Government Engineering College,Godhra,Gujarat,India
Gandhiji Institute of Science and Technology,Bhimavaram,Andhra Pradesh,India
Columbia Institute of Engineering and Technology,Bhurkoni,Chhattisgarh,India
College of Dairy and Food Science Technology,Udaipur,Rajasthan,India
Chebrolu Engineering College,Guntur,Andhra Pradesh,India
Chaitanya Institute of Science and Technology,Kakinada,Andhra Pradesh,India
Buddha Institute of Technology,Jhungia,Uttar Pradesh,India
Ballarpur Institute of Technology,Balharshah,Maharashtra,India
ASL Pauls College of Engineering and Technology,Kinathukadavu,Tamil Nadu,India
Arignar Anna Institute of Science and Technology,Kancheepuram,Tamil Nadu,India
Alpine Institute of Technology,Ujjain,Madhya Pradesh,India
Allenhouse Institute of Technology,Rooma,Uttar Pradesh,India
All Saints' College of Engineering,Bhopal,Madhya Pradesh,India
Agnos College of Technology,Bhopal,Madhya Pradesh,India
Agnel Institute of Technology and Design,Assagao,Goa,India
Adhunik College of Engineering,Ghaziabad,Uttar Pradesh,India
Sri Venkatesa Perumal College of Engineering and Technology,China Rajukuppam,Andhra Pradesh,India
Guru Nanak Dev University Regional Campus,Chak Thathian,Punjab,India
Sri Venkateswara Engineering College,Suryapet,Telangana,India
Pratap University,Jaipur,Rajasthan,India
Avanthi Institute of Engineering and Technology,Kotabhogapuram,Andhra Pradesh,India
Narayana Engineering College,Gudur,Andhra Pradesh,India
Hindusthan Institute of Technology and Management,Akabara,Uttar Pradesh,India
CBS Group of Institutions,New Delhi,Delhi,India
Sri Vidya Vinayaka Institute of Technology,Bengaluru,Karnataka,India
Dr KN Modi Engineering College,Modinagar,Uttar Pradesh,India
Centre for Development of Advanced Computing,Noida,Uttar Pradesh,India
BPS Mahila Polytechnic,Sonipat,Haryana,India
Guru Gobind Singh College of Engineering and Research Centre,Nashik,Maharashtra,India
Priyadarshini Bhagwati College of Engineering,Nagpur,Maharashtra,India
Baba Sahab Dr Bhim Rao Ambedkar College of Agricultural Engineering and Technology,Etawah,Uttar Pradesh,India
Lakshmi Narain College of Technology and Science,Indore,Madhya Pradesh,India
Bharat College of Engineering,Thane,Maharashtra,India
Central Institute of Plastics Engineering and Technology,Bhopal,Madhya Pradesh,India
School of Electronics,Indore,Madhya Pradesh,India
Andhra Engineering College,Nellore,Andhra Pradesh,India
Andhra Polytechnic College,Kakinada,Andhra Pradesh,India
Satyam International Institute of Technology,Patna,Bihar,India
Thiagarajar Polytechnic College,Salem,Tamil Nadu,India
Government Polytechnic,Ahmednagar,Maharashtra,India
LS Raheja School of Architecture,Mumbai,Maharashtra,India
State University of Performing and Visual Arts,Rohtak,Haryana,India
Shri Vaishnav Polytechnic College,Indore,Madhya Pradesh,India
University Institute of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya,Shahdol,Madhya Pradesh,India
Uma Nath Singh Institute of Engineering and Technology,Jaunpur,Uttar Pradesh,India
ITM Institute of Technology and Management,Gwalior,Madhya Pradesh,India
Sushant School of Art and Architecture,Gurgaon,Haryana,India
JD College of Engineering and Management,Nagpur,Maharashtra,India
Proudadevaraya Institute of Technology,Hosapete,Karnataka,India
Sagar Institute of Research Technology and Science,Bhopal,Madhya Pradesh,India
Manipur Institute of Technology,Imphal,Manipur,India
TRUBA Institute of Engineering and Information Technology,Bhopal,Madhya Pradesh,India
Wellfare Institute of Science Technology and Management,Mudapaka,Andhra Pradesh,India
Vaagdevi Institute of Technology and Science,Kadapa,Andhra Pradesh,India
Sri Muthukumaran Institute of Technology,Chennai,Tamil Nadu,India
Sri Krishnadevaraya Engineering College,Turakapalle,Andhra Pradesh,India
Sree Vahini Institute of Science and Technology,Patha Tiruvuru,Andhra Pradesh,India
Sree Rama Institute of Technology and Science,Kotha Kuppenkuntla,Telangana,India
Shri Ram Institute of Technology,Jabalpur,Madhya Pradesh,India
Shivdan Singh Institute of Technology and Management,Aligarh,Uttar Pradesh,India
Sharadchandra Pawar College of Engineering,Dumbarwadi,Maharashtra,India
SECAB Institute of Engineering and Technology,Vijayapura,Karnataka,India
Satara college of Engineering and Management,Kondhavli,Maharashtra,India
SKP Engineering College,Malappambadi,Tamil Nadu,India
Rishiraj Institute of Technology,Indore,Madhya Pradesh,India
Ravindra College of Engineering for Women,Kurnool,Andhra Pradesh,India
Rathinam Technical Campus Institute of Technology,Coimbatore,Tamil Nadu,India
Rajendra Mane College of Engineering and Technology,Ambav,Maharashtra,India
Radharaman Engineering College,Mendora,Madhya Pradesh,India
Matoshri College of Engineering and Research Centre,Nashik,Maharashtra,India
Mahendra College of Engineering,Minnampalli,Tamil Nadu,India
Lord Jegannath College of Engineering and Technology,Kanyakumari,Tamil Nadu,India
KCT Engineering College,Kalaburagi,Karnataka,India
Kakinada Institute of Engineering and Technology for Women,Korangi,Andhra Pradesh,India
Kakinada Institute of Technological Sciences,Ambikapalli Agrahaaram,Andhra Pradesh,India
Jeppiaar Institute of Technology,Kunnam,Tamil Nadu,India
Hi-Tech Institute of Technology,Aurangabad,Maharashtra,India
Hindustan College of Engineering,Madathara,Kerala,India
Ganapathy Engineering College,Warangal,Telangana,India
Eswar College of Engineering,Narasaraopet,Andhra Pradesh,India
Dr Jivraj Mehta Institute of Technology,Mogar,Gujarat,India
Delhi Technical Campus,Barka Tabad,Haryana,India
Delhi Institute of Engineering and Technology,Meerut,Uttar Pradesh,India
Chhattisgarh Institute of Technology,Rajnandgaon,Chhattisgarh,India
Chhattisgarh Engineering College,Dhanora,Chhattisgarh,India
Babasaheb Naik College of Engineering,Pusad,Maharashtra,India
Anuradha Engineering College,Chikhli,Maharashtra,India
Agnihotri College of Engineering,Wardha,Maharashtra,India
Adhi College of Engineering and Technology,Nathanallur,Tamil Nadu,India
SVR Engineering College,Nandyal,Andhra Pradesh,India
NIILM University,Ujana,Haryana,India
NRI Institute of Technology,Kothur,Telangana,India
Trinity College of Engineering and Technology,Karimnagar,Telangana,India
Dhruva Institute of Engineering and Technology,Dothigudem,Telangana,India
Arya Institute of Engineering and Technology,Jaipur,Rajasthan,India
Vidya Academy of Science and Technology - Technical Campus,Thiruvananthapuram,Kerala,India
Dhanalakshmi Srinivasan Engineering College,Perambalur,Tamil Nadu,India
PDEA's College of Engineering,Pune,Maharashtra,India
Madhav University,Bharja,Rajasthan,India
Ramgarh Engineering College,Sukrigara Bamni,Jharkhand,India
National Institute of Technical Teachers Training and Research,Bhopal,Madhya Pradesh,India
Remote Sensing Applications Centre,Lucknow,Uttar Pradesh,India
Murugappa Polytechnic College,Chennai,Tamil Nadu,India
Tirupati College of Engineering,Bindaua,Uttar Pradesh,India
Government Polytechnic,Gorakhpur,Uttar Pradesh,India
Government Polytechnic College,Jodhpur,Rajasthan,India
Ishwar Chandra Vidyasagar Polytechnic,Jhargram,West Bengal,India
MSME Central Tool Room and Training Centre,Kolkata,West Bengal,India
Government Polytechnic College,Thottada,Kerala,India
Government Polytechnic College,Chennai,Tamil Nadu,India
Dr APJ Abdul Kalam Institute of Technology,Tanakpur,Uttarakhand,India
SAGE University,Indore,Madhya Pradesh,India
Tagore Engineering College,Rathinamangalam,Tamil Nadu,India
Damsetty Srinivasa Naidu's DBS Institute of Technology,Nellore,Andhra Pradesh,India
Mekapati Rajamohan Reddy Institute of Technology and Science,Nellore,Andhra Pradesh,India
Government Engineering College,Kushalnagar,Karnataka,India
Bishop Jerome School of Architecture and Design,Kollam,Kerala,India
SS College of Engineering,Umra,Rajasthan,India
Indus International University,Una,Himachal Pradesh,India
UV Patel College of Engineering,Mulsan,Gujarat,India
Nilai Institute of Technology,Ginjo Thakurgaon,Jharkhand,India
Central Institute of Technology,Naya Raipur,Chhattisgarh,India
Institute of Technology,Jhagarha,Chhattisgarh,India
BN College of Engineering and Technology,Bargadi Magath,Uttar Pradesh,India
University College of Engineering,Thatchur,Tamil Nadu,India
Lord Krishna College of Engineering,Ghaziabad,Uttar Pradesh,India
Sree Visvesvaraya Institute of Technology and Science,Mahabubnagar,Telangana,India
Vinayaka Mission's Kirupananda Variyar Engineering College,Salem,Tamil Nadu,India
Vilasrao Deshmukh College of Engineering and Technology,Nagpur,Maharashtra,India
Universal College of Engineering and Technology,Kalol,Gujarat,India
Trinity Institute of Technology and Research,Bhopal,Madhya Pradesh,India
VSM's Institute of Technology,Belgaum,Karnataka,India
Swamy Vivekananda Engineering College,Vizianagaram,Andhra Pradesh,India
Swami Ramananda Tirtha Institute of Science and Technology,Nalgonda,Telangana,India
Suyash Institute of Information Technology,Gorakhpur,Uttar Pradesh,India
Shri Shirdi Sai Institute of Science and Engineering,Anantapur,Andhra Pradesh,India
Shree Rama Educational Society Group of Institutions,Tirupati,Andhra Pradesh,India
Shivajirao S Jondhle College of Engineering and Technology,Dombivli,Maharashtra,India
Shetty Institute of Technology,Nandoor K,Karnataka,India
Shekhawati Institute of Engineering and Technology,Sikar,Rajasthan,India
Seth Vishambhar Nath Institute of Engineering and Technology,Barabanki,Uttar Pradesh,India
SCAD College of Engineering and Technology,Cheranmahadevi,Tamil Nadu,India
Sanketika Vidya Parishad Engineering College,Visakhapatnam,Andhra Pradesh,India
RISE Krishna Sai Prakasam Group of Institutions,Valluru,Andhra Pradesh,India
Regional College for Education Research and Technology,Jaipur,Rajasthan,India
Rajamahendri Institute of Engineering and Technology,Rajahmundry,Andhra Pradesh,India
Parthivi College of Engineering and Management,Sirsa Khurd,Chhattisgarh,India
PVKK Institute of Technology,Anantapur,Andhra Pradesh,India
PB College of Engineering,Kancheepuram,Tamil Nadu,India
Nirmala College of Engineering,Meloor,Kerala,India
Samalkha Group of Institutions,Panipat,Haryana,India
Mangalam College of Engineering,Ettumanoor,Kerala,India
Mahendra Institute of Engineering and Technology,Tiruchengode,Tamil Nadu,India
Kirodimal Institute of Technology,Raigarh,Chhattisgarh,India
Kingston Engineering College,Kunjanur R.F.,Tamil Nadu,India
